SalesOrderID,OrderDate,CustomerID,SalesPersonID,TerritoryID,SubTotal,TotalDue,,,,,,
44670,16/10/2011,18245,NULL,9,3578.27,3953.9884,,,,,,
44671,16/10/2011,18268,NULL,9,3578.27,3953.9884,,,,,,
44672,16/10/2011,18207,NULL,9,3578.27,3953.9884,,,,,,
44673,17/10/2011,13790,NULL,8,3578.27,3953.9884,,,,,,
44674,17/10/2011,28635,NULL,4,3578.27,3953.9884,,,,,,
44675,17/10/2011,25566,NULL,9,699.0982,772.5036,,,,,,
44676,17/10/2011,18198,NULL,9,3578.27,3953.9884,,,,,,
44677,18/10/2011,22233,NULL,6,3578.27,3953.9884,,,,,,
44678,18/10/2011,22121,NULL,6,3578.27,3953.9884,,,,,,
44679,18/10/2011,11106,NULL,9,3399.99,3756.989,,,,,,
44680,19/10/2011,12296,NULL,7,3578.27,3953.9884,,,,,,
44681,19/10/2011,17982,NULL,7,699.0982,772.5036,,,,,,
44682,19/10/2011,28797,NULL,4,3578.27,3953.9884,,,,,,
44683,19/10/2011,28799,NULL,4,3578.27,3953.9884,,,,,,
44684,19/10/2011,28643,NULL,4,3578.27,3953.9884,,,,,,
44685,19/10/2011,18249,NULL,9,3578.27,3953.9884,,,,,,
44686,20/10/2011,14712,NULL,10,3578.27,3953.9884,,,,,,
44687,20/10/2011,20172,NULL,10,699.0982,772.5036,,,,,,
44688,20/10/2011,18244,NULL,9,3578.27,3953.9884,,,,,,
44689,20/10/2011,18269,NULL,9,3578.27,3953.9884,,,,,,
44690,20/10/2011,11111,NULL,9,3399.99,3756.989,,,,,,
44691,21/10/2011,28414,NULL,7,3399.99,3756.989,,,,,,
44692,21/10/2011,28670,NULL,1,3578.27,3953.9884,,,,,,
44693,21/10/2011,28676,NULL,4,3578.27,3953.9884,,,,,,
44694,21/10/2011,22232,NULL,6,3578.27,3953.9884,,,,,,
44695,21/10/2011,19855,NULL,6,3399.99,3756.989,,,,,,
44696,21/10/2011,18254,NULL,9,3578.27,3953.9884,,,,,,
44697,22/10/2011,18219,NULL,9,3578.27,3953.9884,,,,,,
44698,22/10/2011,25565,NULL,9,699.0982,772.5036,,,,,,
44699,23/10/2011,22234,NULL,6,3578.27,3953.9884,,,,,,
44700,23/10/2011,28769,NULL,1,3578.27,3953.9884,,,,,,
44701,23/10/2011,14636,NULL,1,699.0982,772.5036,,,,,,
44702,23/10/2011,18260,NULL,9,3578.27,3953.9884,,,,,,
44703,24/10/2011,12300,NULL,7,3578.27,3953.9884,,,,,,
44704,24/10/2011,29403,NULL,8,3374.99,3729.364,,,,,,
44705,24/10/2011,28678,NULL,1,3578.27,3953.9884,,,,,,
44706,24/10/2011,28618,NULL,1,3578.27,3953.9884,,,,,,
44707,24/10/2011,28649,NULL,4,3578.27,3953.9884,,,,,,
44708,24/10/2011,25909,NULL,4,3374.99,3729.364,,,,,,
44709,24/10/2011,18240,NULL,9,3578.27,3953.9884,,,,,,
44710,25/10/2011,28674,NULL,4,3578.27,3953.9884,,,,,,
44711,25/10/2011,18248,NULL,9,3578.27,3953.9884,,,,,,
44712,25/10/2011,11112,NULL,9,3374.99,3729.364,,,,,,
44713,26/10/2011,22128,NULL,6,3578.27,3953.9884,,,,,,
44714,26/10/2011,28657,NULL,1,3578.27,3953.9884,,,,,,
44715,26/10/2011,22182,NULL,6,3578.27,3953.9884,,,,,,
44716,26/10/2011,22230,NULL,6,3578.27,3953.9884,,,,,,
44717,26/10/2011,14616,NULL,4,699.0982,772.5036,,,,,,
44718,26/10/2011,18239,NULL,9,3578.27,3953.9884,,,,,,
44719,27/10/2011,14700,NULL,10,3578.27,3953.9884,,,,,,
44720,27/10/2011,28625,NULL,1,3578.27,3953.9884,,,,,,
44721,27/10/2011,26643,NULL,6,699.0982,772.5036,,,,,,
44722,28/10/2011,13774,NULL,8,3578.27,3953.9884,,,,,,
44723,28/10/2011,29410,NULL,8,3399.99,3756.989,,,,,,
44724,28/10/2011,28665,NULL,1,3578.27,3953.9884,,,,,,
44725,28/10/2011,25910,NULL,4,3399.99,3756.989,,,,,,
44726,28/10/2011,14614,NULL,4,699.0982,772.5036,,,,,,
44727,28/10/2011,18273,NULL,9,3578.27,3953.9884,,,,,,
44728,28/10/2011,11126,NULL,9,3399.99,3756.989,,,,,,
44729,29/10/2011,12307,NULL,7,3578.27,3953.9884,,,,,,
44730,29/10/2011,14697,NULL,10,3578.27,3953.9884,,,,,,
44731,29/10/2011,28661,NULL,1,3578.27,3953.9884,,,,,,
44732,29/10/2011,18251,NULL,9,3578.27,3953.9884,,,,,,
44733,29/10/2011,18214,NULL,9,3578.27,3953.9884,,,,,,
44734,30/10/2011,12285,NULL,7,3578.27,3953.9884,,,,,,
44735,30/10/2011,28673,NULL,4,3578.27,3953.9884,,,,,,
44736,30/10/2011,14634,NULL,1,699.0982,772.5036,,,,,,
44737,30/10/2011,18242,NULL,9,3578.27,3953.9884,,,,,,
44738,30/10/2011,18252,NULL,9,3578.27,3953.9884,,,,,,
44739,30/10/2011,18202,NULL,9,3578.27,3953.9884,,,,,,
44740,31/10/2011,29592,275,2,6641.1311,7477.8508,,,,,,
44741,31/10/2011,29632,283,1,4079.988,4594.0664,,,,,,
44742,31/10/2011,29967,277,3,40149.6431,45203.3586,,,,,,
44743,31/10/2011,29622,283,1,42254.5844,47591.4489,,,,,,
44744,31/10/2011,29714,282,6,29751.2786,33494.5097,,,,,,
44745,31/10/2011,29950,282,6,26171.9347,29481.2747,,,,,,
44746,31/10/2011,29803,282,6,14290.1984,16090.2705,,,,,,
44747,31/10/2011,29969,278,6,10393.2366,11702.304,,,,,,
44748,31/10/2011,29508,277,4,874.794,985.018,,,,,,
44749,31/10/2011,29639,282,6,45851.7478,51628.2811,,,,,,
44750,31/10/2011,29722,282,6,88977.3784,100237.4063,,,,,,
44751,31/10/2011,29914,281,4,477.8806,537.9491,,,,,,
44752,31/10/2011,29673,276,4,12962.4843,14594.634,,,,,,
44753,31/10/2011,29944,276,4,2292.5087,2587.9204,,,,,,
44754,31/10/2011,29659,277,4,10830.1496,12197.4254,,,,,,
44755,31/10/2011,30090,277,4,28416.3962,32001.1813,,,,,,
44756,31/10/2011,29708,277,4,14008.6057,15780.2862,,,,,,
44757,31/10/2011,29748,281,4,37591.6521,42338.3846,,,,,,
44758,31/10/2011,29651,277,3,25618.7006,28848.4215,,,,,,
44759,31/10/2011,29655,275,3,6135.9224,6908.4859,,,,,,
44760,31/10/2011,29897,281,4,5202.6366,5861.3493,,,,,,
44761,31/10/2011,29504,279,5,82101.9756,92470.0936,,,,,,
44762,31/10/2011,29690,281,1,92832.3445,104545.315,,,,,,
44763,31/10/2011,29721,279,5,3356.1637,3790.7869,,,,,,
44764,31/10/2011,29681,279,5,2133.1707,2401.9502,,,,,,
44765,31/10/2011,29577,278,6,5821.11,6553.8361,,,,,,
44766,31/10/2011,29755,278,6,4102.788,4619.4599,,,,,,
44767,31/10/2011,29769,277,3,30609.7234,34465.5095,,,,,,
44768,31/10/2011,30106,277,4,21596.2123,24320.2543,,,,,,
44769,31/10/2011,30068,279,5,183.9382,207.7582,,,,,,
44770,31/10/2011,29686,281,4,10382.8636,11690.7511,,,,,,
44771,31/10/2011,29921,280,1,69681.6887,78461.0295,,,,,,
44772,31/10/2011,29486,277,3,67369.2136,75865.1515,,,,,,
44773,31/10/2011,29740,282,6,20847.928,23472.6843,,,,,,
44774,31/10/2011,29649,278,6,12455.2805,14020.6584,,,,,,
44775,31/10/2011,30013,279,5,2203.0738,2480.2443,,,,,,
44776,31/10/2011,29938,276,4,47370.7652,53342.2783,,,,,,
44777,31/10/2011,29525,276,4,99502.0328,112067.3649,,,,,,
44778,31/10/2011,29746,275,2,42894.3431,48307.2468,,,,,,
44779,31/10/2011,29685,279,5,32572.704,36676.5854,,,,,,
44780,31/10/2011,29883,276,3,25631.9999,28866.9646,,,,,,
44781,31/10/2011,29982,276,4,424.6454,478.0872,,,,,,
44782,31/10/2011,29581,275,2,29226.2517,32915.1222,,,,,,
44783,31/10/2011,29834,281,4,29614.2125,33340.8184,,,,,,
44784,31/10/2011,29669,275,2,2604.0653,2931.9869,,,,,,
44785,31/10/2011,29674,277,3,144.202,160.605,,,,,,
44786,31/10/2011,29518,279,5,2342.1149,2645.4188,,,,,,
44787,31/10/2011,29702,277,4,46173.7216,52005.1806,,,,,,
44788,31/10/2011,29710,276,1,86796.1574,97765.7518,,,,,,
44789,31/10/2011,29498,275,2,776.3569,875.427,,,,,,
44790,31/10/2011,29788,276,4,838.9178,944.6214,,,,,,
44791,31/10/2011,29637,277,4,14494.3943,16323.4531,,,,,,
44792,31/10/2011,29810,283,1,34753.5572,39130.2034,,,,,,
44793,31/10/2011,29872,277,3,2133.1707,2401.9502,,,,,,
44794,31/10/2011,29915,283,1,4049.988,4560.2864,,,,,,
44795,31/10/2011,29562,281,4,104111.5156,117373.1283,,,,,,
44796,31/10/2011,29531,276,1,13673.8182,15396.7194,,,,,,
44797,31/10/2011,29966,275,2,59944.5457,67518.8195,,,,,,
44798,31/10/2011,30088,279,5,33438.7697,37650.6136,,,,,,
44799,31/10/2011,29642,279,5,40706.7309,45857.3386,,,,,,
44800,31/10/2011,29487,275,2,17107.4924,19265.5486,,,,,,
44801,31/10/2011,29715,279,5,48156.2081,54234.664,,,,,,
44802,31/10/2011,29808,279,5,4811.5349,5416.248,,,,,,
44803,31/10/2011,12383,NULL,7,3578.27,3953.9884,,,,,,
44804,31/10/2011,28829,NULL,4,3578.27,3953.9884,,,,,,
44805,31/10/2011,29011,NULL,4,3578.27,3953.9884,,,,,,
44806,31/10/2011,18452,NULL,9,3578.27,3953.9884,,,,,,
44807,31/10/2011,11365,NULL,9,3374.99,3729.364,,,,,,
44808,01/11/2011,13836,NULL,8,3578.27,3953.9884,,,,,,
44809,01/11/2011,20552,NULL,10,699.0982,772.5036,,,,,,
44810,01/11/2011,29126,NULL,4,3578.27,3953.9884,,,,,,
44811,01/11/2011,22732,NULL,6,3578.27,3953.9884,,,,,,
44812,01/11/2011,28988,NULL,4,3578.27,3953.9884,,,,,,
44813,01/11/2011,18695,NULL,9,3578.27,3953.9884,,,,,,
44814,01/11/2011,18281,NULL,9,3578.27,3953.9884,,,,,,
44815,01/11/2011,11444,NULL,9,3374.99,3729.364,,,,,,
44816,02/11/2011,12321,NULL,7,3578.27,3953.9884,,,,,,
44817,02/11/2011,14777,NULL,10,3578.27,3953.9884,,,,,,
44818,02/11/2011,28827,NULL,4,3578.27,3953.9884,,,,,,
44819,02/11/2011,28853,NULL,1,3578.27,3953.9884,,,,,,
44820,02/11/2011,25972,NULL,1,3374.99,3729.364,,,,,,
44821,02/11/2011,25975,NULL,1,3399.99,3756.989,,,,,,
44822,02/11/2011,18486,NULL,9,3578.27,3953.9884,,,,,,
44823,02/11/2011,18488,NULL,9,3578.27,3953.9884,,,,,,
44824,02/11/2011,18694,NULL,9,3578.27,3953.9884,,,,,,
44825,02/11/2011,18309,NULL,9,3578.27,3953.9884,,,,,,
44826,03/11/2011,12308,NULL,7,3578.27,3953.9884,,,,,,
44827,03/11/2011,25973,NULL,1,3399.99,3756.989,,,,,,
44828,03/11/2011,28997,NULL,4,3578.27,3953.9884,,,,,,
44829,03/11/2011,14643,NULL,1,699.0982,772.5036,,,,,,
44830,03/11/2011,18337,NULL,9,3578.27,3953.9884,,,,,,
44831,04/11/2011,29467,NULL,8,3374.99,3729.364,,,,,,
44832,04/11/2011,28804,NULL,4,3578.27,3953.9884,,,,,,
44833,04/11/2011,28842,NULL,4,3578.27,3953.9884,,,,,,
44834,04/11/2011,25952,NULL,4,3374.99,3729.364,,,,,,
44835,04/11/2011,18338,NULL,9,3578.27,3953.9884,,,,,,
44836,04/11/2011,18465,NULL,9,3578.27,3953.9884,,,,,,
44837,05/11/2011,13808,NULL,8,3578.27,3953.9884,,,,,,
44838,05/11/2011,14138,NULL,8,3578.27,3953.9884,,,,,,
44839,05/11/2011,28825,NULL,1,3578.27,3953.9884,,,,,,
44840,05/11/2011,28857,NULL,4,3578.27,3953.9884,,,,,,
44841,05/11/2011,18335,NULL,9,3578.27,3953.9884,,,,,,
44842,06/11/2011,14140,NULL,8,3578.27,3953.9884,,,,,,
44843,06/11/2011,29058,NULL,4,3578.27,3953.9884,,,,,,
44844,06/11/2011,29139,NULL,4,3578.27,3953.9884,,,,,,
44845,06/11/2011,28845,NULL,1,3578.27,3953.9884,,,,,,
44846,06/11/2011,18334,NULL,9,3578.27,3953.9884,,,,,,
44847,06/11/2011,11445,NULL,9,3399.99,3756.989,,,,,,
44848,07/11/2011,28418,NULL,7,3374.99,3729.364,,,,,,
44849,07/11/2011,17996,NULL,7,699.0982,772.5036,,,,,,
44850,07/11/2011,19417,NULL,8,699.0982,772.5036,,,,,,
44851,07/11/2011,22299,NULL,6,3578.27,3953.9884,,,,,,
44852,07/11/2011,29128,NULL,4,3578.27,3953.9884,,,,,,
44853,07/11/2011,19874,NULL,6,3374.99,3729.364,,,,,,
44854,07/11/2011,29004,NULL,4,3578.27,3953.9884,,,,,,
44855,07/11/2011,26692,NULL,6,699.0982,772.5036,,,,,,
44856,07/11/2011,14651,NULL,1,699.0982,772.5036,,,,,,
44857,07/11/2011,18484,NULL,9,3578.27,3953.9884,,,,,,
44858,07/11/2011,18487,NULL,9,3578.27,3953.9884,,,,,,
44859,07/11/2011,18495,NULL,9,3578.27,3953.9884,,,,,,
44860,07/11/2011,18693,NULL,9,3578.27,3953.9884,,,,,,
44861,07/11/2011,18288,NULL,9,3578.27,3953.9884,,,,,,
44862,07/11/2011,18457,NULL,9,3578.27,3953.9884,,,,,,
44863,07/11/2011,18467,NULL,9,3578.27,3953.9884,,,,,,
44864,07/11/2011,11364,NULL,9,3374.99,3729.364,,,,,,
44865,07/11/2011,11372,NULL,9,3374.99,3729.364,,,,,,
44866,07/11/2011,11443,NULL,9,3374.99,3729.364,,,,,,
44867,08/11/2011,14793,NULL,10,3578.27,3953.9884,,,,,,
44868,08/11/2011,28852,NULL,1,3578.27,3953.9884,,,,,,
44869,08/11/2011,18700,NULL,9,3578.27,3953.9884,,,,,,
44870,08/11/2011,18301,NULL,9,3578.27,3953.9884,,,,,,
44871,08/11/2011,11363,NULL,9,3399.99,3756.989,,,,,,
44872,09/11/2011,29111,NULL,4,3578.27,3953.9884,,,,,,
44873,09/11/2011,28828,NULL,4,3578.27,3953.9884,,,,,,
44874,10/11/2011,18004,NULL,7,699.0982,772.5036,,,,,,
44875,10/11/2011,29048,NULL,4,3578.27,3953.9884,,,,,,
44876,10/11/2011,29056,NULL,4,3578.27,3953.9884,,,,,,
44877,10/11/2011,29136,NULL,4,3578.27,3953.9884,,,,,,
44878,10/11/2011,28807,NULL,1,3578.27,3953.9884,,,,,,
44879,10/11/2011,28833,NULL,1,3578.27,3953.9884,,,,,,
44880,10/11/2011,18470,NULL,9,3578.27,3953.9884,,,,,,
44881,10/11/2011,18496,NULL,9,3578.27,3953.9884,,,,,,
44882,10/11/2011,18703,NULL,9,3578.27,3953.9884,,,,,,
44883,10/11/2011,18296,NULL,9,3578.27,3953.9884,,,,,,
44884,10/11/2011,18308,NULL,9,3578.27,3953.9884,,,,,,
44885,11/11/2011,14833,NULL,10,3578.27,3953.9884,,,,,,
44886,11/11/2011,29108,NULL,4,3578.27,3953.9884,,,,,,
44887,11/11/2011,28821,NULL,1,3578.27,3953.9884,,,,,,
44888,11/11/2011,28838,NULL,1,3578.27,3953.9884,,,,,,
44889,12/11/2011,11351,NULL,10,3374.99,3729.364,,,,,,
44890,12/11/2011,11381,NULL,10,3399.99,3756.989,,,,,,
44891,12/11/2011,28847,NULL,4,3578.27,3953.9884,,,,,,
44892,12/11/2011,22267,NULL,6,3578.27,3953.9884,,,,,,
44893,12/11/2011,28856,NULL,1,3578.27,3953.9884,,,,,,
44894,12/11/2011,25943,NULL,4,3374.99,3729.364,,,,,,
44895,12/11/2011,25951,NULL,4,3374.99,3729.364,,,,,,
44896,12/11/2011,25964,NULL,1,3399.99,3756.989,,,,,,
44897,12/11/2011,18696,NULL,9,3578.27,3953.9884,,,,,,
44898,12/11/2011,18307,NULL,9,3578.27,3953.9884,,,,,,
44899,12/11/2011,11353,NULL,10,3374.99,3729.364,,,,,,
44900,13/11/2011,14778,NULL,10,3578.27,3953.9884,,,,,,
44901,13/11/2011,12332,NULL,7,3578.27,3953.9884,,,,,,
44902,13/11/2011,13829,NULL,8,3578.27,3953.9884,,,,,,
44903,13/11/2011,18284,NULL,9,3578.27,3953.9884,,,,,,
44904,13/11/2011,11359,NULL,9,3374.99,3729.364,,,,,,
44905,14/11/2011,13822,NULL,8,3578.27,3953.9884,,,,,,
44906,14/11/2011,14832,NULL,10,3578.27,3953.9884,,,,,,
44907,14/11/2011,19415,NULL,8,699.0982,772.5036,,,,,,
44908,14/11/2011,29032,NULL,4,3578.27,3953.9884,,,,,,
44909,14/11/2011,28840,NULL,4,3578.27,3953.9884,,,,,,
44910,14/11/2011,25969,NULL,4,3399.99,3756.989,,,,,,
44911,14/11/2011,25976,NULL,4,3374.99,3729.364,,,,,,
44912,14/11/2011,28966,NULL,4,3578.27,3953.9884,,,,,,
44913,14/11/2011,18468,NULL,9,3578.27,3953.9884,,,,,,
44914,14/11/2011,18491,NULL,9,3578.27,3953.9884,,,,,,
44915,14/11/2011,18461,NULL,9,3578.27,3953.9884,,,,,,
44916,14/11/2011,18463,NULL,9,3578.27,3953.9884,,,,,,
44917,15/11/2011,13842,NULL,8,3578.27,3953.9884,,,,,,
44918,15/11/2011,29466,NULL,8,3374.99,3729.364,,,,,,
44919,15/11/2011,29017,NULL,1,3578.27,3953.9884,,,,,,
44920,15/11/2011,14648,NULL,4,699.0982,772.5036,,,,,,
44921,15/11/2011,18489,NULL,9,3578.27,3953.9884,,,,,,
44922,15/11/2011,18277,NULL,9,3578.27,3953.9884,,,,,,
44923,15/11/2011,18336,NULL,9,3578.27,3953.9884,,,,,,
44924,16/11/2011,28830,NULL,1,3578.27,3953.9884,,,,,,
44925,16/11/2011,18493,NULL,9,3578.27,3953.9884,,,,,,
44926,16/11/2011,25706,NULL,9,699.0982,772.5036,,,,,,
44927,16/11/2011,11448,NULL,9,3374.99,3729.364,,,,,,
44928,17/11/2011,14843,NULL,10,3578.27,3953.9884,,,,,,
44929,17/11/2011,12398,NULL,7,3578.27,3953.9884,,,,,,
44930,17/11/2011,29110,NULL,4,3578.27,3953.9884,,,,,,
44931,17/11/2011,28849,NULL,1,3578.27,3953.9884,,,,,,
44932,17/11/2011,18303,NULL,9,3578.27,3953.9884,,,,,,
44933,17/11/2011,18276,NULL,9,3578.27,3953.9884,,,,,,
44934,18/11/2011,14771,NULL,10,3578.27,3953.9884,,,,,,
44935,18/11/2011,12333,NULL,7,3578.27,3953.9884,,,,,,
44936,18/11/2011,29044,NULL,1,3578.27,3953.9884,,,,,,
44937,18/11/2011,22251,NULL,6,3578.27,3953.9884,,,,,,
44938,18/11/2011,28851,NULL,1,3578.27,3953.9884,,,,,,
44939,18/11/2011,28993,NULL,1,3578.27,3953.9884,,,,,,
44940,18/11/2011,18490,NULL,9,3578.27,3953.9884,,,,,,
44941,18/11/2011,18697,NULL,9,3578.27,3953.9884,,,,,,
44942,18/11/2011,18701,NULL,9,3578.27,3953.9884,,,,,,
44943,18/11/2011,25568,NULL,9,699.0982,772.5036,,,,,,
44944,18/11/2011,25707,NULL,9,699.0982,772.5036,,,,,,
44945,18/11/2011,25710,NULL,9,699.0982,772.5036,,,,,,
44946,18/11/2011,11357,NULL,9,3374.99,3729.364,,,,,,
44947,18/11/2011,11446,NULL,9,3399.99,3756.989,,,,,,
44948,19/11/2011,12395,NULL,7,3578.27,3953.9884,,,,,,
44949,19/11/2011,29474,NULL,8,3374.99,3729.364,,,,,,
44950,19/11/2011,28835,NULL,4,3578.27,3953.9884,,,,,,
44951,19/11/2011,28843,NULL,4,3578.27,3953.9884,,,,,,
44952,19/11/2011,25955,NULL,4,3374.99,3729.364,,,,,,
44953,19/11/2011,28859,NULL,1,3578.27,3953.9884,,,,,,
44954,19/11/2011,28990,NULL,4,3578.27,3953.9884,,,,,,
44955,19/11/2011,25709,NULL,9,699.0982,772.5036,,,,,,
44956,19/11/2011,11449,NULL,9,3374.99,3729.364,,,,,,
44957,20/11/2011,22247,NULL,6,3578.27,3953.9884,,,,,,
44958,20/11/2011,20173,NULL,10,699.0982,772.5036,,,,,,
44959,20/11/2011,29019,NULL,4,3578.27,3953.9884,,,,,,
44960,20/11/2011,22373,NULL,6,3578.27,3953.9884,,,,,,
44961,20/11/2011,29060,NULL,4,3578.27,3953.9884,,,,,,
44962,20/11/2011,28831,NULL,4,3578.27,3953.9884,,,,,,
44963,20/11/2011,25974,NULL,4,3399.99,3756.989,,,,,,
44964,20/11/2011,14647,NULL,4,699.0982,772.5036,,,,,,
44965,20/11/2011,14649,NULL,4,699.0982,772.5036,,,,,,
44966,20/11/2011,18458,NULL,9,3578.27,3953.9884,,,,,,
44967,21/11/2011,14794,NULL,10,3578.27,3953.9884,,,,,,
44968,21/11/2011,19365,NULL,8,699.0982,772.5036,,,,,,
44969,21/11/2011,22713,NULL,6,3578.27,3953.9884,,,,,,
44970,21/11/2011,28820,NULL,1,3578.27,3953.9884,,,,,,
44971,21/11/2011,28989,NULL,1,3578.27,3953.9884,,,,,,
44972,21/11/2011,29016,NULL,1,3578.27,3953.9884,,,,,,
44973,21/11/2011,18482,NULL,9,3578.27,3953.9884,,,,,,
44974,22/11/2011,14776,NULL,10,3578.27,3953.9884,,,,,,
44975,22/11/2011,28823,NULL,1,3578.27,3953.9884,,,,,,
44976,22/11/2011,28824,NULL,1,3578.27,3953.9884,,,,,,
44977,22/11/2011,29010,NULL,4,3578.27,3953.9884,,,,,,
44978,22/11/2011,14652,NULL,4,699.0982,772.5036,,,,,,
44979,22/11/2011,18469,NULL,9,3578.27,3953.9884,,,,,,
44980,22/11/2011,18699,NULL,9,3578.27,3953.9884,,,,,,
44981,22/11/2011,18462,NULL,9,3578.27,3953.9884,,,,,,
44982,23/11/2011,29132,NULL,4,3578.27,3953.9884,,,,,,
44983,23/11/2011,22252,NULL,6,3578.27,3953.9884,,,,,,
44984,23/11/2011,29008,NULL,4,3578.27,3953.9884,,,,,,
44985,23/11/2011,18692,NULL,9,3578.27,3953.9884,,,,,,
44986,23/11/2011,25708,NULL,9,699.0982,772.5036,,,,,,
44987,24/11/2011,12323,NULL,7,3578.27,3953.9884,,,,,,
44988,24/11/2011,17999,NULL,7,699.0982,772.5036,,,,,,
44989,24/11/2011,28854,NULL,1,3578.27,3953.9884,,,,,,
44990,24/11/2011,14645,NULL,4,699.0982,772.5036,,,,,,
44991,24/11/2011,18698,NULL,9,3578.27,3953.9884,,,,,,
44992,24/11/2011,18464,NULL,9,3578.27,3953.9884,,,,,,
44993,24/11/2011,11368,NULL,9,3374.99,3729.364,,,,,,
44994,25/11/2011,28805,NULL,4,3578.27,3953.9884,,,,,,
44995,25/11/2011,28841,NULL,4,3578.27,3953.9884,,,,,,
44996,25/11/2011,25970,NULL,1,3374.99,3729.364,,,,,,
44997,25/11/2011,28870,NULL,1,3578.27,3953.9884,,,,,,
44998,25/11/2011,14646,NULL,4,699.0982,772.5036,,,,,,
44999,25/11/2011,18485,NULL,9,3578.27,3953.9884,,,,,,
45000,25/11/2011,18297,NULL,9,3578.27,3953.9884,,,,,,
45001,25/11/2011,18302,NULL,9,3578.27,3953.9884,,,,,,
45002,26/11/2011,13844,NULL,8,3578.27,3953.9884,,,,,,
45003,26/11/2011,29059,NULL,4,3578.27,3953.9884,,,,,,
45004,26/11/2011,29106,NULL,4,3578.27,3953.9884,,,,,,
45005,26/11/2011,28844,NULL,4,3578.27,3953.9884,,,,,,
45006,27/11/2011,12373,NULL,7,3578.27,3953.9884,,,,,,
45007,27/11/2011,14137,NULL,8,3578.27,3953.9884,,,,,,
45008,27/11/2011,14831,NULL,10,3578.27,3953.9884,,,,,,
45009,27/11/2011,19387,NULL,8,699.0982,772.5036,,,,,,
45010,27/11/2011,28869,NULL,1,3578.27,3953.9884,,,,,,
45011,27/11/2011,22268,NULL,6,3578.27,3953.9884,,,,,,
45012,27/11/2011,14650,NULL,1,699.0982,772.5036,,,,,,
45013,27/11/2011,18483,NULL,9,3578.27,3953.9884,,,,,,
45014,27/11/2011,25705,NULL,9,699.0982,772.5036,,,,,,
45015,27/11/2011,11360,NULL,9,3399.99,3756.989,,,,,,
45016,28/11/2011,14770,NULL,10,3578.27,3953.9884,,,,,,
45017,28/11/2011,28826,NULL,1,3578.27,3953.9884,,,,,,
45018,28/11/2011,18494,NULL,9,3578.27,3953.9884,,,,,,
45019,28/11/2011,18691,NULL,9,3578.27,3953.9884,,,,,,
45020,28/11/2011,18332,NULL,9,3578.27,3953.9884,,,,,,
45021,28/11/2011,11358,NULL,9,3374.99,3729.364,,,,,,
45022,28/11/2011,11447,NULL,9,3374.99,3729.364,,,,,,
45023,28/11/2011,13807,NULL,8,3578.27,3953.9884,,,,,,
45024,29/11/2011,29475,NULL,8,3399.99,3756.989,,,,,,
45025,29/11/2011,29070,NULL,4,3578.27,3953.9884,,,,,,
45026,29/11/2011,25962,NULL,1,3399.99,3756.989,,,,,,
45027,29/11/2011,28871,NULL,1,3578.27,3953.9884,,,,,,
45028,29/11/2011,18702,NULL,9,3578.27,3953.9884,,,,,,
45029,29/11/2011,18331,NULL,9,3578.27,3953.9884,,,,,,
45030,29/11/2011,11450,NULL,9,3374.99,3729.364,,,,,,
45031,30/11/2011,14792,NULL,10,3578.27,3953.9884,,,,,,
45032,30/11/2011,14139,NULL,8,3578.27,3953.9884,,,,,,
45033,30/11/2011,29138,NULL,4,3578.27,3953.9884,,,,,,
45034,30/11/2011,28822,NULL,1,3578.27,3953.9884,,,,,,
45035,30/11/2011,28839,NULL,1,3578.27,3953.9884,,,,,,
45036,30/11/2011,28846,NULL,4,3578.27,3953.9884,,,,,,
45037,30/11/2011,25704,NULL,9,699.0982,772.5036,,,,,,
45038,01/12/2011,29734,282,6,27123.6534,30553.6572,,,,,,
45039,01/12/2011,29994,282,6,27722.1591,31221.5327,,,,,,
45040,01/12/2011,29565,276,4,419.4589,472.3108,,,,,,
45041,01/12/2011,29858,280,1,419.4589,472.3108,,,,,,
45042,01/12/2011,29898,280,1,40648.38,45769.7268,,,,,,
45043,01/12/2011,29580,283,1,32576.7309,36680.7029,,,,,,
45044,01/12/2011,30052,276,4,5056.7532,5695.1541,,,,,,
45045,01/12/2011,29974,277,3,14261.358,16058.1495,,,,,,
45046,01/12/2011,29682,281,4,838.9178,944.6214,,,,,,
45047,01/12/2011,29614,282,6,39547.8476,44560.403,,,,,,
45048,01/12/2011,29566,275,3,6127.782,6899.6033,,,,,,
45049,01/12/2011,29890,283,1,1379.5229,1555.7138,,,,,,
45050,01/12/2011,29747,283,1,4294.9438,4843.999,,,,,,
45051,01/12/2011,29973,275,3,3007.9647,3386.9682,,,,,,
45052,01/12/2011,30067,282,6,28409.916,31989.5654,,,,,,
45053,01/12/2011,29844,275,2,19314.9998,21748.2094,,,,,,
45054,01/12/2011,29596,282,6,13254.3593,14924.4086,,,,,,
45055,01/12/2011,29827,277,3,19742.7832,22229.2505,,,,,,
45056,01/12/2011,29811,275,5,38655.486,43525.5187,,,,,,
45057,01/12/2011,29824,278,6,22233.0559,25034.2304,,,,,,
45058,01/12/2011,29761,278,6,5488.8419,6180.436,,,,,,
45059,01/12/2011,29489,281,4,31282.4841,35223.3705,,,,,,
45060,01/12/2011,29889,281,4,23946.4874,26962.8476,,,,,,
45061,01/12/2011,29825,279,5,73261.1513,82490.9371,,,,,,
45062,01/12/2011,29661,279,5,15842.6258,17837.328,,,,,,
